latitude,longitude,size_in_sqft,no_of_bedrooms,no_of_bathrooms,quality,maid_room,unfurnished,balcony,barbecue_area,built_in_wardrobes,central_ac,childrens_play_area,childrens_pool,concierge,covered_parking,kitchen_appliances,lobby_in_building,maid_service,networked,pets_allowed,private_garden,private_gym,private_jacuzzi,private_pool,security,shared_gym,shared_pool,shared_spa,study,vastu_compliant,view_of_landmark,view_of_water,walk_in_closet,price
25.088431,55.146759,3180,4,4,High,True,False,True,False,True,True,False,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,False,False,True,True,False,3000000
25.0967,55.139276,746,1,2,Medium,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,1410888
25.207533,55.277978,2087,2,3,Low,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,3250000
25.111535,55.365680000000005,1239,2,3,Medium,False,True,True,False,True,True,True,False,False,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,500000
25.04866,55.20955,1500,3,4,Ultra,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,1269999
25.076319,55.133627,1058,1,2,High,False,False,True,False,True,True,True,False,True,True,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,True,True,1500000
25.185772,55.2861,2370,3,4,Medium,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,2299880
25.194186,55.269439,1150,2,2,Low,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,3000000
25.176686,55.309922,700,1,2,Medium,False,True,True,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,1110200
25.187093,55.278912,1450,2,3,Medium,False,True,False,False,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,1600000
25.195483,55.271797,1064,2,3,Medium,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,True,2444888
25.240419,55.25277,732,1,2,Medium,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,1271000
25.04866,55.20955,900,2,3,High,True,False,True,False,True,True,True,False,True,True,True,False,True,False,True,False,False,False,False,True,True,True,False,True,False,True,False,True,759000
25.191404,55.27389599999999,860,1,2,Medium,False,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,1010000
25.037477,55.221942000000006,922,1,2,Low,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,520000
25.10864,55.146673,1991,2,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1800000
25.195483,55.271797,666,1,2,Medium,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,1445888
25.060439,55.202273,728,1,2,Medium,False,True,True,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,True,670728
25.115934,55.390236,306,0,1,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,245000
25.197198,55.274378000000006,1607,3,4,Low,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2800000
25.100994,55.178291,1397,2,3,Medium,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,950000
25.087251,55.145574,950,1,2,Medium,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1425000
25.086575,55.147768000000006,1277,2,2,Medium,False,False,True,False,True,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,1890000
25.109367,55.247980000000005,1362,2,3,Medium,False,True,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,1450000
25.093319,55.168887,1342,2,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1300000
25.111229,55.136449,2279,3,4,Medium,False,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,3000000
25.195235,55.27875600000001,1908,3,3,Medium,False,True,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,4000000
25.099744,55.14145500000001,735,1,2,Medium,False,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,1225000
25.10355,55.168509,4331,3,4,Medium,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,15460000
25.240419,55.25277,1200,2,3,Low,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,1700000
25.088533,55.171838,754,1,1,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,890000
25.186913,55.277919,985,1,2,Medium,False,True,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,1500000
25.197316,55.274196,1778,2,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2999900
25.076319,55.133627,3022,4,5,High,True,True,True,False,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,True,2650000
25.082485,55.139394,2170,3,3,Medium,True,True,True,True,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,3900000
25.186457,55.277512,1678,2,3,Low,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,2100000
25.081243,55.14512,2328,3,4,Medium,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,2299000
25.088533,55.171838,1364,2,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1650000
25.180869,55.271015000000006,713,0,1,Medium,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,700000
25.073156,55.132798,1684,2,2,Medium,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,1150000
25.097804999999997,55.245773,482,1,1,Medium,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,749888
25.20863,55.345967,820,1,2,Medium,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,1399888
25.041304,55.205119,1343,2,3,Low,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,799000
25.094684,55.17069,2059,3,3,Medium,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,1599990
25.099744,55.14145500000001,1139,2,3,Medium,False,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,1949888
24.978409,55.092119999999994,430,0,1,Medium,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,420000
25.086575,55.147768000000006,1381,2,3,Medium,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2099999
25.089393,55.147796,737,1,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,720000
25.109367,55.247980000000005,1296,2,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1280000
25.07913,55.154713,415,0,1,High,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,400888
25.056225,55.20458000000001,1500,3,4,High,False,False,True,False,True,True,True,False,True,True,True,False,True,False,True,False,False,False,False,True,True,True,True,False,False,True,True,True,1286000
25.196489,55.272126,5383,4,5,High,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,False,15873000
25.108984,55.177657,1782,3,4,Medium,True,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,1900000
25.015608,55.283131999999995,888,2,2,Medium,False,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,888000
25.114513,55.136122,2046,2,3,Medium,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,1930000
25.137409,55.188956999999995,772,1,1,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1423000
25.233787,55.294217,1616,2,2,Medium,False,True,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,1700000
25.116077,55.141068,2931,3,4,Medium,False,True,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,True,False,3600000
25.215192,55.235827,1620,1,2,Medium,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,4499000
25.069259,55.12856899999999,592,1,1,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,850000
25.078492,55.15864200000001,1436,2,3,Medium,False,False,True,True,True,True,False,False,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,1900000
25.109367,55.247980000000005,1361,2,3,Medium,False,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,1299999
25.04866,55.20955,851,1,2,Ultra,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,619500
25.07851,55.136283,761,1,2,Medium,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,1050000
25.207227,55.344741000000006,1480,3,4,High,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,2600000
25.273623,55.283576,2070,2,2,Medium,False,True,True,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,True,True,False,1500888
25.085305,55.149287,1861,1,1,Medium,False,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False,1650000
25.048095,55.206373,805,1,2,Ultra,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,600205
25.088533,55.171838,1400,2,2,Medium,False,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,False,True,False,False,False,False,1340000
25.046296,55.200782999999994,450,0,1,High,False,False,True,False,True,True,True,False,True,True,True,False,True,False,True,False,False,False,False,True,True,True,False,False,False,True,False,False,414000
25.087042,55.148385,1900,3,4,Medium,False,True,True,False,True,True,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,1650000
25.021049,55.255442,559,0,1,Medium,False,True,True,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,425000
25.111681,55.142546,2055,2,4,Medium,True,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,1850000
25.074307,55.132693999999994,1072,1,2,Medium,False,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1199999
25.132021,55.151405,1633,2,2,Medium,False,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,3499000
25.103784,55.339287,405,0,1,Medium,False,True,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False,641700
25.087926,55.149224,1741,2,3,Medium,False,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,1350000
25.119354,55.377959999999995,881,1,1,Medium,False,False,False,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,600000
25.100474,55.31365400000001,966,1,2,Low,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,1307392
25.06873,55.128758,592,1,1,Medium,False,True,True,True,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,795000
25.200879,55.276331000000006,1449,2,3,Medium,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,2650000
25.090418,55.14874,1300,2,3,Medium,False,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,1150000
25.089393,55.147796,1328,2,3,Medium,False,True,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,True,False,1800000
25.109367,55.247980000000005,1969,3,3,Medium,True,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,2100000
25.062083,55.243556000000005,377,0,1,Medium,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,540000
25.025262,55.13875,928,2,3,Medium,False,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,838000
25.077576,55.122612,1448,2,3,Medium,False,False,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,3150000
25.026191,55.156948,378,0,1,Medium,False,False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,350000
25.068933,55.128814,723,1,2,Medium,False,True,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,930000
25.115696,55.249159,654,1,1,Medium,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,700000
25.090365,55.386419,1054,2,2,Medium,False,True,False,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,475000
25.100921,55.313162,2809,2,3,Medium,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,2649999
25.080162,55.13786999999999,1850,3,4,Medium,True,True,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,1350000
25.039066,55.220696999999994,860,1,2,Medium,False,False,True,True,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,550000
25.07001,55.245729,418,0,1,Medium,False,True,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,493314
25.194761,55.282343,1518,2,3,Medium,False,False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,True,False,3700000
25.051384,55.2121,829,1,2,Low,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,599900
25.194328,55.269307999999995,637,1,2,Medium,False,True,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,1270888
25.191719,55.270677,1539,2,2,Medium,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,2100000
25.084102,55.13862099999999,2586,3,4,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7800000
25.202807999999997,55.343101,1847,3,4,Low,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3621888
25.183133,55.25658000000001,1965,3,4,Medium,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,2400000
25.111943,55.144174,2182,3,3,Medium,False,True,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,2250000
25.137409,55.188956999999995,1359,2,2,Medium,True,True,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,2112000
25.090953,55.16954200000001,1408,2,1,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1600000
25.049772,55.204243000000005,890,1,2,Medium,False,True,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,835000
25.19752,55.270168000000005,774,1,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,950000
25.200221,55.264588,1191,1,2,Medium,False,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,1800000
25.195461,55.269463,1438,2,3,Medium,False,True,True,False,True,True,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,1900000
25.200879,55.276331000000006,1285,2,3,Low,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,3094900
25.045775,55.25028199999999,2131,3,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1250000
25.112525,55.376107,885,1,2,Medium,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,599000
25.111433,55.136798,1490,1,2,Low,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,1800000
25.087979,55.146464,2455,2,4,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1600000
25.226577,55.289442,2939,3,4,Medium,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,2750000
25.045763,55.245835,907,1,1,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,675000
25.104117,55.148473,2990,3,4,Medium,True,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,4995000
25.11848,55.392352,943,2,2,Medium,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,True,False,False,500000
25.178582,55.26624,685,1,2,Medium,False,False,True,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,849999
25.103972,55.149621,6542,4,6,High,True,False,True,False,False,True,False,False,True,True,True,False,True,False,True,False,False,True,True,True,True,True,True,False,False,True,True,True,31440000
25.048067,55.24704200000001,2218,2,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1175000
25.197262,55.270028,1618,1,2,Medium,False,False,True,False,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,2100000
25.211032,55.28205,942,1,2,Medium,False,True,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,1250000
25.218977,55.367945,2267,3,4,High,True,True,True,True,True,True,True,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,2100000
25.076309,55.145389,3593,3,4,Medium,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,True,3000000
25.194031,55.269318000000005,1352,3,4,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2577888
25.180869,55.271015000000006,1567,1,2,Low,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,1210000
25.086726,55.145205,1376,2,3,Low,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1675000
25.204462,55.262161,1830,2,4,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3200000
25.085047,55.142415,1206,2,3,Medium,False,True,True,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,1400000
25.215192,55.235827,1934,2,2,Medium,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True,7000000
25.045454,55.248316,625,0,1,Low,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,450000
25.19331,55.280919,1903,3,4,Low,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2990000
25.195483,55.271797,1636,3,4,Medium,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,4294888
25.051528,55.212972,1415,2,3,Ultra,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,950504
25.051528,55.212972,1592,2,3,High,False,True,True,False,True,True,False,False,True,True,False,True,False,False,True,False,False,False,False,True,True,True,False,False,False,True,True,True,1045734
25.087147,55.14668100000001,975,1,2,Medium,False,True,True,False,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,True,True,True,False,False,True,True,False,1900000
25.082397,55.14066,1396,2,3,Medium,False,True,False,False,True,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1150000
25.072569,55.126527,1181,3,4,Medium,False,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,3399999
25.072696,55.13586,1005,1,2,Medium,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,1100000
25.076319,55.133627,3003,3,3,Medium,False,True,False,False,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,1849000
25.187093,55.278912,1450,2,3,Medium,False,True,True,False,True,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1599900
25.191107,55.26991,1088,1,1,Medium,False,True,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,980888
25.167982,55.398989,933,2,2,Medium,False,True,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,731000
25.084335999999997,55.14925,1509,2,2,Medium,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,2399950
25.046296,55.200697,423,0,1,Low,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,443000
25.039066,55.220696999999994,1137,1,2,Medium,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,580000
25.233787,55.294217,1634,2,3,Medium,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,2046777
25.048095,55.206373,815,1,2,Ultra,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,610503
25.20863,55.345967,1441,3,3,Medium,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,1971905
25.071448,55.131088,2352,2,3,Medium,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,1900000
25.106964,55.111349,1303,2,3,High,True,True,True,False,True,True,True,True,False,True,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,True,True,False,2606000
25.030322,55.149141,1398,2,2,Medium,False,True,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,False,False,850000
25.099793,55.141746,789,1,2,Ultra,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,1715000
25.071448,55.131088,2352,2,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1499998
25.186457,55.277512,936,1,2,Medium,False,True,True,False,True,True,True,False,True,False,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False,950000
25.209767000000003,55.345907999999994,1141,2,3,Medium,False,True,True,False,True,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,1500000
25.07359,55.126352,5018,5,5,High,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,False,True,False,False,True,True,True,True,False,False,True,False,True,14800000
25.086376,55.14736,772,1,2,Medium,False,True,True,False,True,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,1540000
25.079276,55.12067,1510,2,3,Medium,False,False,True,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,2750000
25.198316,55.270757999999994,1841,3,5,Medium,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,3000000
25.063302,55.137728,900,1,2,Low,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,570000
25.048095,55.206373,743,1,2,Medium,True,True,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,595000
25.046409,55.246264,1000,1,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,600000
25.049301,55.198896,814,1,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,725000
25.198796,55.271342,1817,3,4,High,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,2500000
25.110967,55.178082,1044,1,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,900000
25.204135,55.344345,1592,3,4,Medium,True,True,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,2000000
25.072569,55.126527,1981,2,3,Medium,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2320000
25.181310999999997,55.26250699999999,1270,2,2,Medium,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,1375000
